nemotecnico;cantidad;monto;precio_limpio;tasa;rueda;fecha_emision;fecha_vencimiento;periodicidad;tasa_cupon;codigo_emisor;razon_social
TUVT18250237;20000000;4927656277;77.324;6.15;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;90000000;25377321941;88.78;6.04;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364060623;20000000000;18323540000;91.617;11.2;TRD;20220607;20230606;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;500000000;388560000;75.862;12.6;ASPT;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;500000000;388875000;75.925;12.589;ASPT;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BDVI317SF084;2000000000;1801020000;89.241;15.55;TRD;20170329;20240329;TV;7.4;DVI;BANCO DAVIVIENDA S.A
TFIT21280542;35000000000;27229300000;75.948;12.585;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364060623;10000000000;9161770000;91.617;11.2;TRD;20220607;20230606;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;90000000;29096280866;101.512;1.901;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364060623;10000000000;9161770000;91.617;11.2;TRD;20220607;20230606;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;80000000;25863360770;101.512;1.901;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4926020000;98.082;11.131;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364060623;10000000000;9161770000;91.617;11.2;TRD;20220607;20230606;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;80000000;25863360770;101.512;1.901;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;2300000;703111082;97.142;4.627;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;8000000;2445603982;97.142;4.627;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;3500000;1069951742;97.142;4.627;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBOC217SA060;5000000000;4969900000;98.402;11.7;TRD;20171214;20221214;TV;6.65;BOC;BANCO DE OCCIDENTE S.A.
TFIT16180930;500000000;427413500;78.582;12.02;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;30000000;9170360149;97.135;4.63;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;2000000000;1971428000;98.133;11.1;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSFN2179C069;50000000;49996500;99.461;15.482;TRD;20170726;20230426;TV;3.98;SFN;BANCO SERFINANZA S.A.
TFIT15260826;5000000000;4718585000;87.221;11.63;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364060623;1500000000;1374265500;91.617;11.2;TRD;20220607;20230606;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;378171000;73.026;12.21;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;378171000;73.026;12.21;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16180930;500000000;424433500;77.986;12.16;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;75000000;21819925926;91.996;5.3;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSFN2179C069;50000000;49996500;99.461;15.482;TRD;20170726;20230426;TV;3.98;SFN;BANCO SERFINANZA S.A.
TFIT16240724;1000000000;985714000;98.133;11.1;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16180930;50000000000;42318850000;77.737;12.22;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;1000000000;812302000;76.835;11.935;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16180930;50000000000;42318850000;77.737;12.22;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;50000000000;35790050000;70.813;12.24;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;50000000000;35790050000;70.813;12.24;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT31261050;15000000000;9833505000;59.856;12.415;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;500000000;492997000;98.161;11.083;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;400000000;393757600;98.001;11.18;ABLO;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSFN2179C069;50000000;49996500;99.461;15.482;TRD;20170726;20230426;TV;3.98;SFN;BANCO SERFINANZA S.A.
TFIT16240724;500000000;492772000;98.116;11.11;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;30000000;9699227991;101.517;1.892;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBPO520SB084;300000000;214338000;71.361;15.9;TRD;20200204;20270204;TV;6.29;BPO;BANCO POPULAR S.A.
TUVT11070525;10000000;3056786716;97.135;4.63;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;3000000;969866675;101.511;1.902;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBPO520SB084;200000000;142892000;71.361;15.9;TRD;20200204;20270204;TV;6.29;BPO;BANCO POPULAR S.A.
TUVT17230223;30000000;9698666748;101.511;1.902;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;10000000000;7747920000;75.786;12.09;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT31261050;5000000000;3282575000;59.931;12.4;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;45000000000;35125650000;76.207;12.54;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BODS120SA003;150000000;136633500;90.557;14.92;TRD;20201002;20231002;TV;5.2;ODS;ODINSA S.A.
TFIT31261050;6000000000;3925122000;59.718;12.443;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;15000000000;10710765000;70.638;12.28;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;115000000;35117548672;97.036;4.67;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4920720000;97.976;11.195;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984224000;97.984;11.19;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4924670000;98.055;11.147;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;30000000;8710197702;91.806;5.35;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984644000;98.026;11.165;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BGLT32180141;1000000;3667112418;84.75;7.832;TRD;20090718;20410118;SV;6.125;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;6000000000;4659300000;75.805;12.61;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BGLT32180141;1000000;3659575011;84.575;7.853;TRD;20090718;20410118;SV;6.125;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;6000000000;4526952000;72.841;12.255;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSFN2179C069;300000000;301149000;99.851;14.83;TRD;20170726;20230426;TV;3.98;SFN;BANCO SERFINANZA S.A.
TUVT10180429;700000;178866006;81.254;5.695;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984244000;97.986;11.189;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;1000000000;775162000;75.823;12.079;ASPT;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;754782000;72.87;12.248;ASPT;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;35000000;8667268913;77.726;6.1;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;377141000;72.82;12.26;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;100000000;24763625465;77.726;6.1;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;377141000;72.82;12.26;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;3190000000;2478438600;75.968;12.04;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3062960380;97.333;4.55;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BFDN1209B005;10000000000;8912300000;88.004;17.462;TRD;20201001;20251001;TV;1.66;FDN;FINANCIERA DE DESARROLLO NACIONAL S.A.
TUVT11070525;10000000;3062960380;97.333;4.55;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSFN2179C069;500000000;502910000;100.05;14.5;TRD;20170726;20230426;TV;3.98;SFN;BANCO SERFINANZA S.A.
TUVT17230223;10000000;3232920096;101.512;1.901;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16180930;500000000;421933500;77.486;12.28;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;5000000000;3765610000;72.704;12.288;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;500000000;405916000;76.788;11.95;ASPT;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;15000000;4216411236;88.499;6.075;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;500000000;492032000;97.968;11.2;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;500000000;492032000;97.968;11.2;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984064000;97.968;11.2;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;5000000;1616241787;101.498;1.926;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;5000000;1616101477;101.489;1.942;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;5000000;1616085887;101.488;1.944;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;1000000000;774502000;75.757;12.099;ASPT;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;1000000000;810482000;76.653;11.993;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4920320000;97.968;11.2;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4920320000;97.968;11.2;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;100000000;21941658909;69.528;6.079;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;100000000;21851901139;69.528;6.079;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;5000000000;3766210000;72.716;12.285;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;5000000000;3769310000;72.778;12.27;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;10000000000;9042060000;86.037;11.55;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BLGC06159C10;1000000000;962320000;94.407;17.55;TRD;20150318;20250318;TV;4;BCB;BANCOLOMBIA S.A.
TUVT11070525;10000000;3048274544;96.862;4.74;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1500000000;1135938000;73.121;12.188;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984064000;97.968;11.2;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;500000000;492032000;97.968;11.2;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;378391000;73.07;12.2;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;378391000;73.07;12.2;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3051392556;96.962;4.7;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;755532000;72.945;12.23;ASPT;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;1000000000;778260000;75.976;12.58;ASPT;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3052920381;97.011;4.68;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3051392556;96.962;4.7;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT10180429;5000000;1278363094;81.302;5.685;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;2000000000;1810872000;86.16;11.498;ASPT;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;758082000;73.2;12.169;ASPT;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984324000;97.994;11.184;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16180930;1150000000;978717850;78.184;12.115;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;758882000;73.28;12.15;ASPT;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCLP04129FS;60000000;63117600;100.193;13;TRD;20121003;20221003;SV;4.14;CLP;SCOTIABANK COLPATRIA S.A.
BCLP04129FS;130000000;136754800;100.193;13;TRD;20121003;20221003;SV;4.14;CLP;SCOTIABANK COLPATRIA S.A.
TFIT10260331;1020000000;798558000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1210000000;947309000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1380000000;1080402000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1410000000;1103889000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1440000000;1127376000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1450000000;1135205000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1540000000;1205666000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1690000000;1323101000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1700000000;1330930000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1740000000;1362246000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1770000000;1385733000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1860000000;1456194000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1990000000;1557971000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2000000000;1565800000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2040000000;1597116000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2070000000;1620603000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2080000000;1628432000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2240000000;1753696000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2290000000;1792841000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2310000000;1808499000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2620000000;2051198000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2880000000;2254752000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;3230000000;2528767000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;4030000000;3155087000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;4040000000;3162916000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;4270000000;3342983000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;5450000000;4266805000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;5730000000;4486017000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;5760000000;4509504000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;7560000000;5918724000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;9610000000;7523669000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;10570000000;8275253000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;16440000000;12870876000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;17510000000;13708579000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;18420000000;14421018000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;28090000000;21991661000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;42460000000;33241934000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;44210000000;34612009000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;100000000;78290000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;150000000;117435000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;160000000;125264000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;200000000;156580000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;230000000;180067000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;270000000;211383000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;400000000;313160000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;440000000;344476000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;468000000;366397200;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;391450000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;510000000;399279000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;520000000;407108000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;560000000;438424000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;580000000;454082000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;660000000;516714000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;660000000;516714000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;680000000;532372000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;710000000;555859000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;800000000;626320000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;830000000;649807000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;920000000;720268000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;930000000;728097000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;940000000;735926000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;960000000;751584000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;970000000;759413000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1020000000;798558000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1090000000;853361000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1100000000;861190000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1110000000;869019000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1160000000;908164000;75.701;11.585;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BGLT10150323;900000;3909693588;99.1;4.206;TRD;20130129;20230315;SV;2.625;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16181034;1500000000;1127500500;69.327;12.2;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BGLT10150323;900000;3911645364;99.15;4.118;TRD;20130129;20230315;SV;2.625;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT10180429;60000000;15393920658;81.608;5.62;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT10180429;35000000;8979787050;81.608;5.62;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BGLT31180937;906000;3981015821;98.4;7.695;TRD;20060918;20370918;SV;7.375;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BEEB1179A007;500000000;493069564;98.613;16.789;TRD;20170228;20240228;TV;3.19;EEB;GRUPO ENERGIA BOGOTA S.A. E.S.P. GEB
BEEB1179A007;500000000;492984500;98.596;16.789;TRD;20170228;20240228;TV;3.19;EEB;GRUPO ENERGIA BOGOTA S.A. E.S.P. GEB
TFIT10260331;1000000000;756690543;73.067;12.2;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;756560000;73.067;12.2;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;1125000000;1065357419;87.552;11.51;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;1125000000;1065173625;87.552;11.51;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;5000000;1245237453;78.202;6.04;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
